,city,clouds,country,date,humidity,latitude,longtitude,Max Temp,Wind Speed
371,Aracaju,40,BR,1512363600,88,-10.91,-37.07,77.0,8.05
372,Marfino,90,RU,1512363600,100,55.7,37.38,30.2,8.95
373,Jamestown,1,US,1512363360,92,42.1,-79.24,30.2,3.36
374,Punta Arenas,0,CL,1512363600,66,-53.15,-70.92,55.4,21.92
375,Paamiut,56,GL,1512365549,91,61.99,-49.67,31.69,8.66
376,Lompoc,0,US,1512363480,91,34.64,-120.46,55.4,8.05
377,Sarai Alamgir,0,PK,1512363600,67,32.9,73.76,59.0,2.51
378,Port Alfred,24,ZA,1512365231,93,-33.59,26.89,67.29,3.62
379,Luderitz,0,NA,1512363600,82,-26.65,15.16,57.2,6.93
380,Carnarvon,92,AU,1512365171,82,-24.87,113.63,77.64,15.88
381,Busselton,80,AU,1512365244,92,-33.65,115.33,70.89,8.43
382,Severo-Kurilsk,48,RU,1512365552,100,50.68,156.12,24.94,14.47
383,Bredasdorp,8,ZA,1512363600,68,-34.53,20.04,64.4,1.12
384,Avarua,90,CK,1512363600,88,-21.21,-159.78,78.8,8.05
385,Kapaa,40,US,1512363360,73,22.08,-159.32,73.4,18.34
386,Hobart,75,AU,1512363600,51,-42.88,147.33,59.0,16.11
387,Batagay-Alyta,64,RU,1512365553,34,67.8,130.41,-24.38,2.84
388,Kholmy,80,UA,1512365554,97,51.87,32.6,29.94,12.57
389,Rikitea,76,PF,1512365411,100,-23.12,-134.97,77.23,11.9
390,Albany,1,US,1512364500,92,42.65,-73.76,35.6,1.79
391,La Trinitaria,64,MX,1512365462,93,16.12,-92.05,58.78,2.73
392,Punta Arenas,0,CL,1512363600,66,-53.15,-70.92,55.4,21.92
393,Boo,0,SE,1512363000,86,59.33,18.28,30.2,5.82
394,Port Hardy,20,CA,1512363600,91,50.7,-127.42,35.6,9.17
395,Hermanus,20,ZA,1512365452,72,-34.42,19.23,61.03,4.85
396,Busselton,80,AU,1512365244,92,-33.65,115.33,70.89,8.43
397,Hobart,75,AU,1512363600,51,-42.88,147.33,59.0,16.11
398,Torbay,90,CA,1512363600,100,47.67,-52.73,32.0,12.75
399,Isangel,90,VU,1512360000,88,-19.55,169.27,77.0,10.11
400,Saint-Philippe,0,RE,1512363600,66,-21.36,55.77,84.2,8.05
401,Kruisfontein,8,ZA,1512365307,81,-34.0,24.73,65.17,3.74
402,Yellowknife,20,CA,1512363600,75,62.46,-114.35,-18.41,2.24
403,Albany,1,US,1512364500,92,42.65,-73.76,35.6,1.79
404,Ushuaia,0,AR,1512360000,50,-54.8,-68.3,57.2,2.24
405,Husavik,90,IS,1512363600,100,66.04,-17.34,32.0,4.29
406,Waki,75,JP,1512363600,71,34.07,134.15,50.0,6.93
407,Punta Arenas,0,CL,1512363600,66,-53.15,-70.92,55.4,21.92
408,La Seyne-sur-Mer,0,FR,1512363600,51,43.1,5.88,37.4,10.29
409,Rio Grande,88,BR,1512365561,99,-32.03,-52.1,65.8,18.05
410,Ahipara,0,NZ,1512365562,56,-35.17,173.17,73.81,10.4
411,Vaini,75,TO,1512363600,88,-21.2,-175.2,80.6,13.87
412,Anito,76,PH,1512365563,99,12.45,125.29,82.32,11.97
413,Geraldton,40,AU,1512363600,65,-28.77,114.6,78.8,13.87
414,Ribeira Grande,92,PT,1512365447,93,38.52,-28.7,67.56,18.16
415,Beyneu,0,KZ,1512365563,83,45.32,55.2,20.89,10.96
416,Navahrudak,68,BY,1512365564,88,53.6,25.83,22.78,10.63
417,Labytnangi,44,RU,1512365564,78,66.66,66.42,14.37,6.87
418,Umea,0,SE,1512363000,86,63.83,20.26,26.6,10.29
419,Rikitea,76,PF,1512365411,100,-23.12,-134.97,77.23,11.9
420,Rikitea,76,PF,1512365411,100,-23.12,-134.97,77.23,11.9
421,Bluff,92,NZ,1512365393,80,-46.6,168.33,66.66,17.16
422,Busselton,80,AU,1512365244,92,-33.65,115.33,70.89,8.43
423,Albany,1,US,1512364500,92,42.65,-73.76,35.6,1.79
424,Mahebourg,40,MU,1512363600,62,-20.41,57.7,84.2,16.11
425,Pangkalanbuun,36,ID,1512365568,87,-2.68,111.62,89.02,4.14
426,Souillac,40,MU,1512363600,62,-20.52,57.52,84.2,16.11
427,Snezhnogorsk,75,RU,1512363600,79,69.19,33.25,24.8,2.24
428,Busselton,80,AU,1512365244,92,-33.65,115.33,70.89,8.43
429,Georgetown,92,GY,1512363600,100,6.8,-58.16,75.2,4.7
430,Mulege,0,MX,1512365570,98,26.88,-111.98,55.41,3.85
431,Jardim,80,BR,1512365338,97,-21.48,-56.14,74.53,3.29
432,Anadyr,75,RU,1512363600,86,64.75,177.48,30.2,8.95
433,Vostok,44,RU,1512365481,50,46.49,135.88,0.28,3.36
434,Andra,76,RU,1512365571,84,62.51,65.89,17.34,6.53
435,Kapaa,40,US,1512363360,73,22.08,-159.32,73.4,18.34
436,Erzin,90,TR,1512363000,100,36.96,36.2,44.6,2.24
437,Ushuaia,0,AR,1512360000,50,-54.8,-68.3,57.2,2.24
438,Aykhal,8,RU,1512365573,28,66.0,111.5,-20.6,2.84
439,Lomza,88,PL,1512365573,93,53.18,22.06,29.49,12.57
440,Great Yarmouth,44,GB,1512363000,100,52.61,1.73,37.4,5.82
441,Ushuaia,0,AR,1512360000,50,-54.8,-68.3,57.2,2.24
442,Rikitea,76,PF,1512365411,100,-23.12,-134.97,77.23,11.9
443,Bluff,92,NZ,1512365393,80,-46.6,168.33,66.66,17.16
444,Ushuaia,0,AR,1512360000,50,-54.8,-68.3,57.2,2.24
445,Cotui,20,DO,1512363600,94,19.05,-70.15,69.8,4.7
446,Tena,8,EC,1512365576,90,-0.98,-77.82,51.85,2.35
447,Hobart,75,AU,1512363600,51,-42.88,147.33,59.0,16.11
448,Ulaangom,0,MN,1512365576,64,49.98,92.07,16.12,1.05
449,Sinnamary,80,GF,1512365577,99,5.38,-52.95,79.75,9.95
450,Hermanus,20,ZA,1512365452,72,-34.42,19.23,61.03,4.85
451,Bluff,92,NZ,1512365393,80,-46.6,168.33,66.66,17.16
452,Cape Town,20,ZA,1512363600,63,-33.93,18.42,64.4,17.22
453,Qaanaaq,64,GL,1512365236,91,77.48,-69.36,13.56,4.29
454,Rikitea,76,PF,1512365411,100,-23.12,-134.97,77.23,11.9
455,Sioux Lookout,75,CA,1512363600,86,50.1,-91.92,28.4,10.29
456,Baiyin,0,CN,1512363600,78,36.56,104.21,32.0,4.47
457,Ayagoz,32,KZ,1512365580,67,47.97,80.44,18.19,8.43
458,Qaanaaq,64,GL,1512365236,91,77.48,-69.36,13.56,4.29
459,Mehamn,75,NO,1512363000,74,71.04,27.85,33.8,19.46
460,Bluff,92,NZ,1512365393,80,-46.6,168.33,66.66,17.16
461,Kalmunai,56,LK,1512365533,90,7.42,81.82,82.27,6.04
462,Tuktoyaktuk,40,CA,1512363600,77,69.45,-133.04,1.4,14.99
463,Nemuro,40,JP,1512363600,55,43.32,145.57,33.8,11.41
464,Chuy,92,UY,1512365444,89,-33.7,-53.46,63.46,15.21
465,Mafeteng,0,LS,1512365583,37,-29.82,27.24,71.07,4.41
466,Labuhan,0,ID,1512365584,100,-6.88,112.21,84.34,14.2
467,Ilulissat,64,GL,1512363000,57,69.22,-51.1,21.2,16.11
468,Ushuaia,0,AR,1512360000,50,-54.8,-68.3,57.2,2.24
469,Juneau,90,US,1512364020,100,58.3,-134.42,39.2,20.8
470,Avarua,90,CK,1512363600,88,-21.21,-159.78,78.8,8.05
471,Hrubieszow,48,PL,1512365585,87,50.8,23.89,23.19,11.45
472,Muroto,75,JP,1512363600,76,33.28,134.15,48.2,11.41
473,Rosendal,40,NO,1512361200,100,59.99,6.01,35.6,10.29
474,Kurilsk,32,RU,1512365587,100,45.23,147.88,32.19,10.18
475,Rabaul,92,PG,1512365588,100,-4.2,152.17,77.41,7.16
476,Sivas,0,TR,1512363000,72,39.79,37.0,32.0,2.62
477,East London,0,ZA,1512363600,88,-33.02,27.91,64.4,4.7
478,Esperance,92,AU,1512365540,34,-33.87,121.9,82.86,4.92
479,Dongying,0,CN,1512365589,41,37.46,118.49,33.49,14.7
480,Bambanglipuro,12,ID,1512365590,100,-7.95,110.28,80.74,4.81
481,Mbekenyera,0,TZ,1512365591,67,-10.0,38.98,82.41,3.24
482,Dingle,20,PH,1512365496,64,11.0,122.67,86.86,12.3
483,Bredasdorp,8,ZA,1512363600,68,-34.53,20.04,64.4,1.12
484,Cape Town,20,ZA,1512363600,63,-33.93,18.42,64.4,17.22
485,Bambous Virieux,40,MU,1512363600,62,-20.34,57.76,84.2,16.11
486,Vaini,75,TO,1512363600,88,-21.2,-175.2,80.6,13.87
487,Meulaboh,100,ID,1512365547,100,4.14,96.13,76.02,19.13
488,Castro,76,BR,1512365593,96,-24.79,-50.01,59.91,2.84
489,Rikitea,76,PF,1512365411,100,-23.12,-134.97,77.23,11.9
490,Lorengau,64,PG,1512365593,100,-2.02,147.27,83.94,16.6
491,Albany,1,US,1512364500,92,42.65,-73.76,35.6,1.79
492,Bluff,92,NZ,1512365393,80,-46.6,168.33,66.66,17.16
493,Hermanus,20,ZA,1512365452,72,-34.42,19.23,61.03,4.85
494,Provideniya,75,RU,1512363600,100,64.38,-173.3,32.0,17.9
495,Fonte Boa,12,BR,1512365596,91,-2.5,-66.27,77.86,5.08
496,Pangkalanbuun,36,ID,1512365568,87,-2.68,111.62,89.02,4.14
497,Dikson,12,RU,1512365266,95,73.51,80.55,2.89,17.49
498,Karratha,44,AU,1512365597,22,-20.74,116.85,100.72,12.64
499,Chodziez,90,PL,1512363600,100,52.99,16.92,33.8,12.75
500,Pueblo Nuevo,0,PE,1512365598,94,-5.72,-79.88,65.89,2.28
501,Chuy,92,UY,1512365444,89,-33.7,-53.46,63.46,15.21
502,Bara,12,NG,1512365598,35,10.37,10.73,64.99,8.61
503,Punta Arenas,0,CL,1512363600,66,-53.15,-70.92,55.4,21.92
504,Ushuaia,0,AR,1512360000,50,-54.8,-68.3,57.2,2.24
505,Albany,1,US,1512364500,92,42.65,-73.76,35.6,1.79
506,Hobart,75,AU,1512363600,51,-42.88,147.33,59.0,16.11
507,Sur,48,OM,1512365600,100,22.57,59.53,72.87,20.4
508,Ilulissat,64,GL,1512363000,57,69.22,-51.1,21.2,16.11
509,Port-Gentil,75,GA,1512363600,94,-0.72,8.78,80.6,3.36
510,Shakawe,68,BW,1512365601,81,-18.37,21.85,70.21,3.91
511,Albany,1,US,1512364500,92,42.65,-73.76,35.6,1.79
512,San Cristobal,40,VE,1512363600,88,7.77,-72.22,78.8,1.12
513,Hamilton,5,CA,1512364320,100,43.23,-79.95,35.6,3.36
514,Port Elizabeth,0,ZA,1512363600,72,-33.92,25.57,66.2,2.24
515,Kapaa,40,US,1512363360,73,22.08,-159.32,73.4,18.34
516,Faanui,24,PF,1512365468,97,-16.48,-151.75,82.63,11.97
517,Epernay,90,FR,1512363600,100,49.05,3.95,33.8,5.82
518,Madona,88,LV,1512365604,92,56.85,26.22,25.71,8.66
519,Tapes,92,BR,1512365604,100,-30.67,-51.4,66.7,11.86
520,Tuktoyaktuk,40,CA,1512363600,77,69.45,-133.04,1.4,14.99
521,Ribeira Grande,92,PT,1512365447,93,38.52,-28.7,67.56,18.16
522,Vaini,75,TO,1512363600,88,-21.2,-175.2,80.6,13.87
523,Chiredzi,0,ZW,1512365606,43,-21.05,31.67,85.02,5.82
524,Rikitea,76,PF,1512365411,100,-23.12,-134.97,77.23,11.9
525,Bredasdorp,8,ZA,1512363600,68,-34.53,20.04,64.4,1.12
526,Punta Arenas,0,CL,1512363600,66,-53.15,-70.92,55.4,21.92
527,Carnarvon,92,AU,1512365171,82,-24.87,113.63,77.64,15.88
528,Lasa,75,IT,1512363300,100,46.62,10.7,19.4,9.17
529,Alofi,76,NU,1512363600,88,-19.06,-169.92,78.8,13.87
530,Rikitea,76,PF,1512365411,100,-23.12,-134.97,77.23,11.9
531,Saskylakh,12,RU,1512365503,42,71.92,114.08,-26.9,6.04
532,Rikitea,76,PF,1512365411,100,-23.12,-134.97,77.23,11.9
533,Dingli,75,MT,1512362700,66,35.86,14.38,53.6,14.99
534,Puerto Ayora,92,EC,1512365437,100,-0.74,-90.35,69.76,10.07
535,Chokurdakh,48,RU,1512365539,78,70.63,147.92,4.87,14.81
536,Faanui,24,PF,1512365468,97,-16.48,-151.75,82.63,11.97
537,Harper,40,LR,1512360000,100,4.38,-7.72,73.4,7.83
538,East London,0,ZA,1512363600,88,-33.02,27.91,64.4,4.7
539,Tigil,76,RU,1512365611,79,57.8,158.67,17.97,6.15
540,Kodiak,90,US,1512363180,87,57.79,-152.41,42.8,23.04
541,Waingapu,68,ID,1512365611,95,-9.66,120.26,81.69,4.52
542,Kutum,0,SD,1512365489,51,14.2,24.67,54.46,7.31
543,Bambous Virieux,40,MU,1512363600,62,-20.34,57.76,84.2,16.11
544,Jamestown,1,US,1512363360,92,42.1,-79.24,30.2,3.36
545,Comodoro Rivadavia,0,AR,1512363600,49,-45.87,-67.5,68.0,17.22
546,Rocha,76,UY,1512365522,86,-34.48,-54.33,60.99,10.07
547,Leningradskiy,80,RU,1512365438,95,69.38,178.42,25.21,10.67
548,Yellowknife,20,CA,1512363600,75,62.46,-114.35,-18.41,2.24
549,Bredasdorp,8,ZA,1512363600,68,-34.53,20.04,64.4,1.12
